celltype_full,db,species,organ,celltype,n_genes,overlap,p_value,fdr
IMGN_Tgd_vg5+_IEL | Mouse | SaVanT,SaVanT,Mouse,,IMGN_Tgd_vg5+_IEL,50,7,2.02038695140399e-13,1.39544453302653e-11
HBA_CD56+_NKCells | Human | SaVanT,SaVanT,Human,,HBA_CD56+_NKCells,50,7,4.08929324928708e-13,2.76163604101854e-11
HAY_BONE_MARROW_NK_CELLS | Human | MSigDB,MSigDB,Human,,HAY_BONE_MARROW_NK_CELLS,264,10,5.41378243325053e-13,3.57662713361921e-11
CD8+ Tem_HPCA_2 | Human | xCell,xCell,Human,,CD8+ Tem_HPCA_2,107,8,6.81665118160405e-13,4.40761764699888e-11
Gamma delta T cells | Immune system | Mouse | PanglaoDB,PanglaoDB,Mouse,Immune system,Gamma delta T cells,30,6,1.32071162362977e-12,8.361755467106e-11
CD8+ Tem_HPCA_1 | Human | xCell,xCell,Human,,CD8+ Tem_HPCA_1,118,8,1.48541132676617e-12,9.21258167763752e-11
CUI_DEVELOPING_HEART_C9_B_T_CELL | Human | MSigDB,MSigDB,Human,,CUI_DEVELOPING_HEART_C9_B_T_CELL,116,8,2.8356718592976e-12,1.72352135608108e-10
Natural killer cell | Kidney | Mouse | CellMarker,CellMarker,Mouse,Kidney,Natural killer cell,34,6,5.14237532113006e-12,3.06425070606162e-10
CD8+ T cell | Peripheral blood | Human | CellMarker,CellMarker,Human,Peripheral blood,CD8+ T cell,5,4,1.08926792195861e-11,6.36593310544656e-10
Gamma delta T cells | Immune system | Human | PanglaoDB,PanglaoDB,Human,Immune system,Gamma delta T cells,43,6,2.05721756460977e-11,1.17960078846209e-09
IMGN_T_8Eff_Sp_OT1_12hr_LisOva | Mouse | SaVanT,SaVanT,Mouse,,IMGN_T_8Eff_Sp_OT1_12hr_LisOva,50,6,3.47901307348245e-11,1.70527753714729e-09
IMGN_T_8Eff_Sp_OT1_24hr_LisOva | Mouse | SaVanT,SaVanT,Mouse,,IMGN_T_8Eff_Sp_OT1_24hr_LisOva,50,6,3.47901307348245e-11,1.70527753714729e-09
IMGN_T_8Eff_Sp_OT1_d5_VSVOva | Mouse | SaVanT,SaVanT,Mouse,,IMGN_T_8Eff_Sp_OT1_d5_VSVOva,50,6,3.47901307348245e-11,1.70527753714729e-09
IMGN_T_8Nve_MLN | Mouse | SaVanT,SaVanT,Mouse,,IMGN_T_8Nve_MLN,50,6,3.47901307348245e-11,1.70527753714729e-09
IMGN_T_8Nve_PP | Mouse | SaVanT,SaVanT,Mouse,,IMGN_T_8Nve_PP,50,6,3.47901307348245e-11,1.70527753714729e-09
IMGN_Tgd_vg1+vd6-24alo_Th | Mouse | SaVanT,SaVanT,Mouse,,IMGN_Tgd_vg1+vd6-24alo_Th,50,6,3.47901307348245e-11,1.70527753714729e-09
IMGN_Tgd_vg2+_act_Sp | Mouse | SaVanT,SaVanT,Mouse,,IMGN_Tgd_vg2+_act_Sp,50,6,3.47901307348245e-11,1.70527753714729e-09
IMGN_Tgd_vg2+_Sp | Mouse | SaVanT,SaVanT,Mouse,,IMGN_Tgd_vg2+_Sp,50,6,3.47901307348245e-11,1.70527753714729e-09
T-cells_CD8+ | SaVanT,SaVanT,,,T-cells_CD8+,50,6,3.47901307348245e-11,1.70527753714729e-09
T cells | Immune system | Mouse | PanglaoDB,PanglaoDB,Mouse,Immune system,T cells,69,6,3.36151724809085e-10,1.62153189157906e-08
Natural killer cell | Peripheral blood | Human | CellMarker,CellMarker,Human,Peripheral blood,Natural killer cell,12,4,1.07203154525335e-09,5.09047479066397e-08
CD8+ Tcm_HPCA_3 | Human | xCell,xCell,Human,,CD8+ Tcm_HPCA_3,38,5,1.28545693635161e-09,6.01000558395776e-08
CD8+ Tem_NOVERSHTERN_2 | Human | xCell,xCell,Human,,CD8+ Tem_NOVERSHTERN_2,14,4,2.9487419080518e-09,1.35776161493476e-07
IMGN_NK_49CI-_Sp | Mouse | SaVanT,SaVanT,Mouse,,IMGN_NK_49CI-_Sp,50,5,4.68773399676661e-09,1.58289151290819e-07
IMGN_NK_49CI+_Sp | Mouse | SaVanT,SaVanT,Mouse,,IMGN_NK_49CI+_Sp,50,5,4.68773399676661e-09,1.58289151290819e-07
IMGN_NK_49H-_Sp | Mouse | SaVanT,SaVanT,Mouse,,IMGN_NK_49H-_Sp,50,5,4.68773399676661e-09,1.58289151290819e-07
IMGN_NK_49H+_Sp | Mouse | SaVanT,SaVanT,Mouse,,IMGN_NK_49H+_Sp,50,5,4.68773399676661e-09,1.58289151290819e-07
IMGN_NK_b2m-_Sp | Mouse | SaVanT,SaVanT,Mouse,,IMGN_NK_b2m-_Sp,50,5,4.68773399676661e-09,1.58289151290819e-07
IMGN_NK_DAP10-_Sp | Mouse | SaVanT,SaVanT,Mouse,,IMGN_NK_DAP10-_Sp,50,5,4.68773399676661e-09,1.58289151290819e-07
IMGN_NK_DAP12-_Sp | Mouse | SaVanT,SaVanT,Mouse,,IMGN_NK_DAP12-_Sp,50,5,4.68773399676661e-09,1.58289151290819e-07
IMGN_NK_H+_MCMV1_Sp | Mouse | SaVanT,SaVanT,Mouse,,IMGN_NK_H+_MCMV1_Sp,50,5,4.68773399676661e-09,1.58289151290819e-07
IMGN_NK_H+_MCMV7_Sp | Mouse | SaVanT,SaVanT,Mouse,,IMGN_NK_H+_MCMV7_Sp,50,5,4.68773399676661e-09,1.58289151290819e-07
IMGN_NK_MCMV1_Sp | Mouse | SaVanT,SaVanT,Mouse,,IMGN_NK_MCMV1_Sp,50,5,4.68773399676661e-09,1.58289151290819e-07
IMGN_NK_MCMV7_Sp | Mouse | SaVanT,SaVanT,Mouse,,IMGN_NK_MCMV7_Sp,50,5,4.68773399676661e-09,1.58289151290819e-07
IMGN_NK_Sp | Mouse | SaVanT,SaVanT,Mouse,,IMGN_NK_Sp,50,5,4.68773399676661e-09,1.58289151290819e-07
IMGN_NKT_4-_Lv | Mouse | SaVanT,SaVanT,Mouse,,IMGN_NKT_4-_Lv,50,5,4.68773399676661e-09,1.58289151290819e-07
IMGN_NKT_4-_Sp | Mouse | SaVanT,SaVanT,Mouse,,IMGN_NKT_4-_Sp,50,5,4.68773399676661e-09,1.58289151290819e-07
IMGN_NKT_4+_Lv | Mouse | SaVanT,SaVanT,Mouse,,IMGN_NKT_4+_Lv,50,5,4.68773399676661e-09,1.58289151290819e-07
IMGN_NKT_44+NK1_1+_Th | Mouse | SaVanT,SaVanT,Mouse,,IMGN_NKT_44+NK1_1+_Th,50,5,4.68773399676661e-09,1.58289151290819e-07
IMGN_T_4int8+_Th | Mouse | SaVanT,SaVanT,Mouse,,IMGN_T_4int8+_Th,50,5,4.68773399676661e-09,1.58289151290819e-07
IMGN_T_8Eff_Sp_OT1_48hr_LisOva | Mouse | SaVanT,SaVanT,Mouse,,IMGN_T_8Eff_Sp_OT1_48hr_LisOva,50,5,4.68773399676661e-09,1.58289151290819e-07
IMGN_T_8SP24int_Th | Mouse | SaVanT,SaVanT,Mouse,,IMGN_T_8SP24int_Th,50,5,4.68773399676661e-09,1.58289151290819e-07
IMGN_T_8SP69+_Th | Mouse | SaVanT,SaVanT,Mouse,,IMGN_T_8SP69+_Th,50,5,4.68773399676661e-09,1.58289151290819e-07
IMGN_Tgd_Sp | Mouse | SaVanT,SaVanT,Mouse,,IMGN_Tgd_Sp,50,5,4.68773399676661e-09,1.58289151290819e-07
IMGN_Tgd_vg1+vd6+24alo_Th | Mouse | SaVanT,SaVanT,Mouse,,IMGN_Tgd_vg1+vd6+24alo_Th,50,5,4.68773399676661e-09,1.58289151290819e-07
IMGN_Tgd_vg2-_act_Sp | Mouse | SaVanT,SaVanT,Mouse,,IMGN_Tgd_vg2-_act_Sp,50,5,4.68773399676661e-09,1.58289151290819e-07
thymocyte_SP_CD8+ | SaVanT,SaVanT,,,thymocyte_SP_CD8+,50,5,4.68773399676661e-09,1.58289151290819e-07
CD8+ Tem_NOVERSHTERN_3 | Human | xCell,xCell,Human,,CD8+ Tem_NOVERSHTERN_3,16,4,5.1327352269824e-09,1.71410795107687e-07
CD4+ T CELL | ARCHS4,ARCHS4,,,CD4+ T CELL,1182,12,5.51425642955813e-09,1.82150274885078e-07
HBA_CD8+_Tcells | Human | SaVanT,SaVanT,Human,,HBA_CD8+_Tcells,50,5,7.66506291038372e-09,2.50474475103829e-07
CD8+ T-cells_HPCA_3 | Human | xCell,xCell,Human,,CD8+ T-cells_HPCA_3,18,4,8.34494422277267e-09,2.66950373610591e-07
CD8+ Tem_NOVERSHTERN_1 | Human | xCell,xCell,Human,,CD8+ Tem_NOVERSHTERN_1,18,4,8.34494422277267e-09,2.66950373610591e-07
Blood | Human | TISSUES,TISSUES,Human,,Blood,1651,13,1.22661588420685e-08,3.8830059084423e-07
ZHENG_CORD_BLOOD_C8_PUTATIVE_LYMPHOID_PRIMED_MULTIPOTENT_PROGENITOR_2 | Human | MSigDB,MSigDB,Human,,ZHENG_CORD_BLOOD_C8_PUTATIVE_LYMPHOID_PRIMED_MULTIPOTENT_PROGENITOR_2,68,5,3.26079934838917e-08,1.02160507420151e-06
NK cells_HPCA_2 | Human | xCell,xCell,Human,,NK cells_HPCA_2,26,4,3.75307778220928e-08,1.16383707960551e-06
Natural killer T (NKT) cell | Peripheral blood | Human | CellMarker,CellMarker,Human,Peripheral blood,Natural killer T (NKT) cell,7,3,6.79817439193142e-08,2.08683353303834e-06
Basophils_NOVERSHTERN_1 | Human | xCell,xCell,Human,,Basophils_NOVERSHTERN_1,31,4,7.65771377597624e-08,2.32717921651918e-06
AIZARANI_LIVER_C12_NK_NKT_CELLS_4 | Human | MSigDB,MSigDB,Human,,AIZARANI_LIVER_C12_NK_NKT_CELLS_4,33,4,8.7066051751872e-08,2.61973991360336e-06
CD8+ Tcm_HPCA_2 | Human | xCell,xCell,Human,,CD8+ Tcm_HPCA_2,8,3,1.08679522825199e-07,3.20657349384251e-06
NK cells_NOVERSHTERN_3 | Human | xCell,xCell,Human,,NK cells_NOVERSHTERN_3,7,3,1.08679522825199e-07,3.20657349384251e-06
NK cells_HPCA_1 | Human | xCell,xCell,Human,,NK cells_HPCA_1,35,4,1.25016311263419e-07,3.65312086470701e-06
CD8+ cytotoxic T cell | Human | CellMarker,CellMarker,Human,,CD8+ cytotoxic T cell,9,3,1.62882498409047e-07,4.71428488252469e-06
PERIPHERAL BLOOD | ARCHS4,ARCHS4,,,PERIPHERAL BLOOD,1330,11,3.82260772941945e-07,1.09593442355714e-05
Megakaryocyte erythroid cell | Human | CellMarker,CellMarker,Human,,Megakaryocyte erythroid cell,48,4,4.08805998053177e-07,1.16108544680711e-05
AIZARANI_LIVER_C3_NK_NKT_CELLS_2 | Human | MSigDB,MSigDB,Human,,AIZARANI_LIVER_C3_NK_NKT_CELLS_2,120,5,4.68630463184372e-07,1.31066891639012e-05
IMGN_NKT_4+_Sp | Mouse | SaVanT,SaVanT,Mouse,,IMGN_NKT_4+_Sp,50,4,4.83036915550159e-07,1.31066891639012e-05
IMGN_Tgd_vg3+24alo_e17_Th | Mouse | SaVanT,SaVanT,Mouse,,IMGN_Tgd_vg3+24alo_e17_Th,50,4,4.83036915550159e-07,1.31066891639012e-05
NK_cells | SaVanT,SaVanT,,,NK_cells,50,4,4.83036915550159e-07,1.31066891639012e-05
T cell | Human | CellMarker,CellMarker,Human,,T cell,50,4,4.83036915550159e-07,1.31066891639012e-05
MA_Tmemory | Human | SaVanT,SaVanT,Human,,MA_Tmemory,50,4,5.23704483856437e-07,1.408440642867e-05
Cytotoxic T cell | Human | CellMarker,CellMarker,Human,,Cytotoxic T cell,13,3,5.52717153406949e-07,1.47342756947695e-05
Natural killer cell | Human | CellMarker,CellMarker,Human,,Natural killer cell,52,4,5.66868132568717e-07,1.4980106564142e-05
Effector CD8+ memory T (Tem) cell | Peripheral blood | Human | CellMarker,CellMarker,Human,Peripheral blood,Effector CD8+ memory T (Tem) cell,52,4,6.6107823084314e-07,1.73191098580371e-05
NK cells_IRIS_2 | Human | xCell,xCell,Human,,NK cells_IRIS_2,14,3,7.02867949520518e-07,1.82565444324176e-05
HBA_CD4+_Tcells | Human | SaVanT,SaVanT,Human,,HBA_CD4+_Tcells,50,4,7.12326322445709e-07,1.83454211348518e-05
CD8+ T-cells_BLUEPRINT_3 | Human | xCell,xCell,Human,,CD8+ T-cells_BLUEPRINT_3,15,3,8.77847751423635e-07,2.22314943048036e-05
CD8+ T-cells_HPCA_2 | Human | xCell,xCell,Human,,CD8+ T-cells_HPCA_2,15,3,8.77847751423635e-07,2.22314943048036e-05
FAN_EMBRYONIC_CTX_BIG_GROUPS_MICROGLIA | Human | MSigDB,MSigDB,Human,,FAN_EMBRYONIC_CTX_BIG_GROUPS_MICROGLIA,266,6,9.55589032471232e-07,2.40002898320667e-05
HU_FETAL_RETINA_MICROGLIA | Human | MSigDB,MSigDB,Human,,HU_FETAL_RETINA_MICROGLIA,274,6,1.15628264109523e-06,2.86173142963772e-05
MENON_FETAL_KIDNEY_10_IMMUNE_CELLS | Human | MSigDB,MSigDB,Human,,MENON_FETAL_KIDNEY_10_IMMUNE_CELLS,57,4,1.15825260232129e-06,2.86173142963772e-05
Lymphocyte | Bone marrow | Mouse | CellMarker,CellMarker,Mouse,Bone marrow,Lymphocyte,16,3,1.30974761659949e-06,3.18425840547668e-05
NK cells_BLUEPRINT_3 | Human | xCell,xCell,Human,,NK cells_BLUEPRINT_3,17,3,1.30974761659949e-06,3.18425840547668e-05
ZHONG_PFC_MAJOR_TYPES_MICROGLIA | Human | MSigDB,MSigDB,Human,,ZHONG_PFC_MAJOR_TYPES_MICROGLIA,323,6,2.89822401004646e-06,6.99024029089776e-05
ZHENG_CORD_BLOOD_C9_GRANULOCYTE_MACROPHAGE_PROGENITOR | Human | MSigDB,MSigDB,Human,,ZHENG_CORD_BLOOD_C9_GRANULOCYTE_MACROPHAGE_PROGENITOR,79,4,3.39947447137604e-06,8.13464796733212e-05
Monocyte | Peripheral blood | Human | CellMarker,CellMarker,Human,Peripheral blood,Monocyte,26,3,4.97016911963741e-06,0.000118002687145141
Microglial cell | Embryonic prefrontal cortex | Human | CellMarker,CellMarker,Human,Embryonic prefrontal cortex,Microglial cell,356,6,5.03831665563385e-06,0.000118693366794351
CD8+ T-cells_FANTOM_3 | Human | xCell,xCell,Human,,CD8+ T-cells_FANTOM_3,28,3,6.25190890137643e-06,0.000143935993570326
CD8+ T-cells_NOVERSHTERN_3 | Human | xCell,xCell,Human,,CD8+ T-cells_NOVERSHTERN_3,28,3,6.25190890137643e-06,0.000143935993570326
NK cells_BLUEPRINT_2 | Human | xCell,xCell,Human,,NK cells_BLUEPRINT_2,28,3,6.25190890137643e-06,0.000143935993570326
Tgd cells_HPCA_1 | Human | xCell,xCell,Human,,Tgd cells_HPCA_1,96,4,6.98463380562635e-06,0.00015959625665638
Lymphoid cell | Human | CellMarker,CellMarker,Human,,Lymphoid cell,32,3,9.43392240860266e-06,0.000213952911938384
CD8+ T-cells_BLUEPRINT_2 | Human | xCell,xCell,Human,,CD8+ T-cells_BLUEPRINT_2,35,3,1.24172863358785e-05,0.000277471567461284
CD8+ T-cells_FANTOM_1 | Human | xCell,xCell,Human,,CD8+ T-cells_FANTOM_1,35,3,1.24172863358785e-05,0.000277471567461284
CD8+ T cell | Blood | Human | CellMarker,CellMarker,Human,Blood,CD8+ T cell,5,2,1.64138354209548e-05,0.000339330924110759
Naive T cell | Peripheral blood | Human | CellMarker,CellMarker,Human,Peripheral blood,Naive T cell,5,2,1.64138354209548e-05,0.000339330924110759
T cell (B cell type MALT lymphoma) | Lymphoid tissue | Human | CellMarker,CellMarker,Human,Lymphoid tissue,T cell (B cell type MALT lymphoma),5,2,1.64138354209548e-05,0.000339330924110759
T cell (Follicular Lymphoma) | Lymph node | Human | CellMarker,CellMarker,Human,Lymph node,T cell (Follicular Lymphoma),5,2,1.64138354209548e-05,0.000339330924110759
T cell (Melanoma) | Human | CellMarker,CellMarker,Human,,T cell (Melanoma),5,2,1.64138354209548e-05,0.000339330924110759
T cell | Blood | Human | CellMarker,CellMarker,Human,Blood,T cell,5,2,1.64138354209548e-05,0.000339330924110759
T cell | Lymphoid tissue | Human | CellMarker,CellMarker,Human,Lymphoid tissue,T cell,5,2,1.64138354209548e-05,0.000339330924110759
T cell | Peripheral blood | Mouse | CellMarker,CellMarker,Mouse,Peripheral blood,T cell,5,2,1.64138354209548e-05,0.000339330924110759
T cell | Peyer patch | Mouse | CellMarker,CellMarker,Mouse,Peyer patch,T cell,5,2,1.64138354209548e-05,0.000339330924110759
T cell | Thymus | Mouse | CellMarker,CellMarker,Mouse,Thymus,T cell,5,2,1.64138354209548e-05,0.000339330924110759
T cell | Thyroid | Human | CellMarker,CellMarker,Human,Thyroid,T cell,5,2,1.64138354209548e-05,0.000339330924110759
GAO_LARGE_INTESTINE_ADULT_CI_MESENCHYMAL_CELLS | Human | MSigDB,MSigDB,Human,,GAO_LARGE_INTESTINE_ADULT_CI_MESENCHYMAL_CELLS,260,5,1.80457225975583e-05,0.000370546966040403
FAN_EMBRYONIC_CTX_BIG_GROUPS_BRAIN_IMMUNE | Human | MSigDB,MSigDB,Human,,FAN_EMBRYONIC_CTX_BIG_GROUPS_BRAIN_IMMUNE,114,4,2.22685571629814e-05,0.000454188894082554
Eosinophil | Peritoneal cavity | Mouse | CellMarker,CellMarker,Mouse,Peritoneal cavity,Eosinophil,5,2,2.46013134645263e-05,0.000485476568952567
Natural killer cell | Blood | Human | CellMarker,CellMarker,Human,Blood,Natural killer cell,6,2,2.46013134645263e-05,0.000485476568952567
T cell | Artery | Human | CellMarker,CellMarker,Human,Artery,T cell,6,2,2.46013134645263e-05,0.000485476568952567
T cell | Liver | Mouse | CellMarker,CellMarker,Mouse,Liver,T cell,6,2,2.46013134645263e-05,0.000485476568952567
T cell | Lung | Human | CellMarker,CellMarker,Human,Lung,T cell,6,2,2.46013134645263e-05,0.000485476568952567
Leukocyte | Human | TISSUES,TISSUES,Human,,Leukocyte,724,7,2.65691258388963e-05,0.000520068290856431
T cell | Mouse | CellMarker,CellMarker,Mouse,,T cell,44,3,2.66964966678523e-05,0.000520068290856431
CD8+ T cell | Mouse | CellMarker,CellMarker,Mouse,,CD8+ T cell,7,2,3.44146461527691e-05,0.000599961217881707
Decidual cells | Reproductive | Human | PanglaoDB,PanglaoDB,Human,Reproductive,Decidual cells,7,2,3.44146461527691e-05,0.000599961217881707
Decidual cells | Reproductive | Mouse | PanglaoDB,PanglaoDB,Mouse,Reproductive,Decidual cells,7,2,3.44146461527691e-05,0.000599961217881707
T cell (AIDS-related Non-hodgkin's Lymphoma) | Human | CellMarker,CellMarker,Human,,T cell (AIDS-related Non-hodgkin's Lymphoma),7,2,3.44146461527691e-05,0.000599961217881707
T cell | Thymus | Human | CellMarker,CellMarker,Human,Thymus,T cell,7,2,3.44146461527691e-05,0.000599961217881707
T cytotoxic cells | Immune system | Human | PanglaoDB,PanglaoDB,Human,Immune system,T cytotoxic cells,7,2,3.44146461527691e-05,0.000599961217881707
T cytotoxic cells | Immune system | Mouse | PanglaoDB,PanglaoDB,Mouse,Immune system,T cytotoxic cells,7,2,3.44146461527691e-05,0.000599961217881707
CD3plus_T-cell | SaVanT,SaVanT,,,CD3plus_T-cell,50,3,3.67202324863434e-05,0.000599961217881707
IMGN_DC_pDC_8+_MLN | Mouse | SaVanT,SaVanT,Mouse,,IMGN_DC_pDC_8+_MLN,50,3,3.67202324863434e-05,0.000599961217881707
IMGN_DC_pDC_8+_Sp | Mouse | SaVanT,SaVanT,Mouse,,IMGN_DC_pDC_8+_Sp,50,3,3.67202324863434e-05,0.000599961217881707
IMGN_NKT_44+NK1_1-_Th | Mouse | SaVanT,SaVanT,Mouse,,IMGN_NKT_44+NK1_1-_Th,50,3,3.67202324863434e-05,0.000599961217881707
IMGN_preT_DN3-4_Th | Mouse | SaVanT,SaVanT,Mouse,,IMGN_preT_DN3-4_Th,50,3,3.67202324863434e-05,0.000599961217881707
