SDF4	0.5	0.65	0.62	0.54	1.03	0.75	0.73	0.57	0.57	0.47	0.84	0.91	0.53	0.54	0.53	0.3	2.17	0.48	0.55
B3GALT6	0.1	0.19	0.09	0.15	0.13	0.21	0.12	0.16	0.08	0.08	0.21	0.29	0.07	0.08	0.11	0.06	0.25	0	0
C1QTNF12	0	0	0	0	0.01	0	0.02	0	0	0.01	0	0	0	0	0	0	0	0	0
AL162741.1	0	0	0	0	0	0.01	0	0	0	0	0.01	0	0	0	0	0	0	0	0
UBE2J2	0.34	0.37	0.33	0.41	0.37	0.47	0.54	0.29	0.29	0.35	0.5	0.48	0.29	0.29	0.14	0.18	0.48	0.1	0.2
LINC01786	0	0	0	0.01	0	0	0	0	0.01	0	0	0.01	0	0	0	0	0	0	0
SCNN1D	0.01	0.02	0	0.02	0	0.01	0	0.01	0.01	0	0.02	0.03	0	0	0	0	0.04	0	0
ACAP3	0.09	0.11	0.06	0.1	0.14	0.02	0.09	0.1	0.12	0.14	0.06	0.11	0.08	0.1	0.22	0	0.36	0.13	0.08
PUSL1	0.1	0.08	0.05	0.08	0.04	0.1	0.08	0.09	0.11	0.05	0.17	0.03	0.06	0.06	0.06	0.11	0	0	0.03
INTS11	0.28	0.32	0.26	0.28	0.36	0.41	0.37	0.26	0.24	0.29	0.46	0.37	0.11	0.19	0.13	0.25	0.8	0	0.28
CPTP	0.05	0.04	0.04	0.02	0.14	0.06	0.06	0.02	0.07	0.04	0.12	0.16	0.09	0.03	0.06	0	0.2	0	0
TAS1R3	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DVL1	0.06	0.05	0.04	0.06	0.17	0.03	0.05	0.06	0.1	0.12	0.05	0.11	0.12	0.03	0.02	0.03	0.42	0	0
MXRA8	0	0.01	0	0	0	0	0	0	0.41	0	0	0.08	0	0	0	0.03	1.4	0	0
AURKAIP1	0.77	0.94	0.68	0.8	1.06	0.95	1.15	0.79	1.52	1.07	0.97	1.61	0.56	1.08	0.92	1.01	0.78	1.31	1.55
CCNL2	0.56	0.59	0.46	0.39	0.9	0.66	0.51	0.31	0.49	0.44	0.63	0.52	0.37	0.32	0.35	0.44	1.92	0.19	0.2
MRPL20-AS1	0.08	0.09	0.05	0.05	0.08	0.11	0.11	0.06	0.07	0.07	0.13	0.09	0.06	0.06	0.03	0.06	0	0	0
MRPL20	1.15	1.24	0.94	1.05	1.33	1.44	1.3	0.92	1.72	1.23	1.29	2.05	0.93	1.01	1.17	1.3	1.78	1.61	2.04
AL391244.2	0.02	0.02	0	0.01	0	0.01	0.01	0.01	0.01	0	0.02	0	0.05	0.02	0	0.05	0	0	0.03
ANKRD65	0	0	0	0	0.02	0	0	0.02	0	0	0	0.11	0	0.03	0	0.16	0	0	0
LINC01770	0	0	0	0	0.01	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0
VWA1	0	0	0	0	0.38	0.01	0	0	0.03	0	0.01	0.44	0	0	0	0	0.16	0	0
ATAD3C	0	0.04	0.02	0.06	0.02	0	0.01	0.02	0.01	0.01	0.06	0.03	0.06	0	0.02	0.04	0	0	0.08
ATAD3B	0.08	0.06	0.05	0.09	0.1	0.08	0.1	0.05	0.04	0.06	0.11	0.08	0.04	0.06	0.02	0.08	0.2	0.19	0
ATAD3A	0.04	0.07	0.05	0.05	0.11	0.06	0.06	0.07	0.09	0.08	0.07	0.08	0	0.05	0.03	0.03	0.07	0	0.04
TMEM240	0	0	0	0	0.02	0.01	0	0	0.03	0.01	0	0.03	0	0	0	0	0.11	0	0
SSU72	1.6	1.35	1.29	1.26	1.03	1.59	1.39	1.09	0.94	1.32	1.25	1.51	0.84	0.95	1.02	1.37	0.97	1.68	1.08
AL645728.1	0.12	0.12	0.15	0.18	0.02	0.11	0.1	0.07	0.02	0.07	0.15	0.02	0.02	0.03	0.11	0.02	0.05	0	0
FNDC10	0.01	0.01	0.02	0.01	0	0.01	0.01	0.03	0	0.05	0.05	0	0	0	0.09	0.02	0	0	0
AL691432.4	0	0.01	0	0	0	0.01	0	0	0	0	0.04	0	0.02	0.02	0	0	0	0	0
AL691432.2	0.04	0.04	0.06	0.05	0.03	0.04	0.07	0.04	0.1	0.06	0.02	0.12	0.1	0.09	0.02	0.03	0.1	0	0.03
MIB2	0.47	0.45	0.34	0.47	0.19	0.73	0.94	0.15	0.2	0.13	1.1	0.21	0.23	0.44	0.11	0.12	0.46	0.37	0.08
MMP23B	0.09	0.12	0.03	0.09	0.02	0.22	0.39	0.01	0.03	0.04	0.53	0	0	0.61	0	0	0.95	0	0
CDK11B	0.26	0.3	0.25	0.22	0.25	0.31	0.37	0.1	0.32	0.14	0.47	0.33	0.19	0.13	0.13	0.12	0.24	0.24	0.08
FO704657.1	0.01	0.02	0	0.01	0.01	0	0	0	0	0.01	0.02	0	0	0	0	0	0	0	0
SLC35E2B	0.24	0.23	0.18	0.15	0.08	0.19	0.15	0.08	0.08	0.09	0.42	0.05	0.27	0.19	0.07	0.11	0.12	0	0
CDK11A	0.45	0.49	0.35	0.36	0.33	0.5	0.5	0.21	0.41	0.26	0.36	0.32	0.33	0.24	0.21	0.22	0.3	0	0.05
SLC35E2A	0.11	0.14	0.09	0.12	0.04	0.16	0.11	0.04	0.05	0.05	0.11	0.07	0.13	0.23	0.05	0.04	0.13	0	0.03
NADK	0.1	0.14	0.1	0.14	0.35	0.09	0.25	0.2	0.14	0.72	0.18	0.09	0.12	0.93	0.54	0.18	0.07	0	0.08
GNB1	1.26	1.09	1.12	1.22	3.05	1.35	1.27	1.58	1.47	1.92	1.31	0.99	0.62	2.28	2.14	1.08	0.85	1.1	0.17
AL109917.1	0.01	0.01	0	0.01	0	0	0.02	0	0	0	0.02	0.01	0.02	0	0	0	0	0	0
CALML6	0	0	0	0	0	0	0	0	0.01	0	0.01	0	0	0.01	0	0	0	0	0
TMEM52	0	0	0	0	0	0	0	0	0.01	0	0	0.03	0.01	0	0	0	0	0	0.19
CFAP74	0.01	0	0	0.01	0.01	0.01	0.01	0.01	0.01	0	0.02	0	0.02	0.01	0.02	0	0	0	0
AL391845.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GABRD	0.01	0	0.01	0.02	0.07	0.01	0.01	0.01	0.02	0	0.01	0	0	0.05	0.04	0	0	0	0
PRKCZ	0.16	0.14	0.1	0.11	0.05	0.14	0.09	0.01	0.03	0.03	0.11	0.13	0.05	0.09	0.01	0.03	0	0.56	0
AL590822.2	0.02	0.03	0.03	0.01	0.01	0.02	0.02	0	0	0.04	0.01	0.01	0.02	0.01	0	0	0	0	0
PRKCZ-AS1	0.02	0.01	0	0	0	0	0.01	0	0.04	0.01	0	0	0	0	0	0	0	0	0
FAAP20	0.64	0.65	0.51	0.51	0.62	0.79	0.79	0.57	0.78	0.98	0.64	0.55	0.67	0.94	0.52	0.79	1.09	0.64	0.26
SKI	0.32	0.17	0.48	0.16	0.77	0.12	0.19	0.24	0.52	0.22	0.15	0.22	0.22	0.1	0.1	0.03	0.47	0.1	0
AL590822.3	0	0.01	0	0.01	0.02	0	0.01	0.01	0	0.01	0	0	0	0.01	0	0	0	0	0
MORN1	0.01	0.02	0	0.01	0.02	0.02	0.03	0.01	0.03	0	0.03	0.15	0	0.04	0	0	0.25	0	0
AL513477.2	0.01	0	0.01	0	0.02	0.01	0.01	0	0.01	0	0	0.03	0	0	0	0	0	0	0
RER1	0.84	0.97	0.78	0.84	0.83	0.84	0.99	0.61	0.92	0.79	0.96	1.18	0.48	0.74	1.1	0.73	1.55	0.43	1.06
PEX10	0.05	0.03	0.03	0.03	0.11	0.06	0.01	0.06	0.15	0.08	0.09	0.15	0.04	0.06	0.14	0.11	0.27	0	0.12
PLCH2	0.09	0.09	0.08	0.07	0	0.17	0.15	0	0	0.02	0.35	0	0	0.02	0	0	0	0	0
PANK4	0.07	0.08	0.04	0.08	0.06	0.07	0.08	0.03	0.14	0.04	0.05	0.07	0.03	0.01	0.03	0.03	0.06	0	0.08
HES5	0	0	0	0	0.07	0	0.01	0	0	0	0	0	0.02	0	0	0	0	0	0
AL139246.5	0.25	0.2	0.28	0.38	0.02	0.33	0.51	0.12	0.4	0.26	0.51	0.05	0.23	0.11	0.09	0.15	0.05	0	0.05
TNFRSF14-AS1	0.21	0.1	0.1	0.14	0.02	0.26	0.15	0.05	0.01	0.05	0.26	0.12	0.02	0	0.02	0.04	0.1	0	0.03
TNFRSF14	0.85	0.96	0.93	0.71	0.79	0.79	1.13	0.74	0.23	1.14	0.82	0.67	0.72	0.31	1.3	0.37	1.75	0	0.2
AL139246.3	0	0	0.01	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0
PRXL2B	0.05	0.08	0.04	0.04	0.1	0.03	0.06	0.05	0.09	0.02	0.06	0.1	0.01	0	0.03	0.03	0.05	0.2	0
MMEL1	0	0.02	0	0	0.03	0	0	0	0	0.01	0	0.02	0	0	0	0	0	0	0
TTC34	0.01	0.02	0.01	0.01	0	0	0	0	0	0	0.01	0.04	0	0	0.02	0	0	0	0
PRDM16-DT	0	0	0.01	0	0.27	0	0.01	0	0.18	0	0	0.12	0	0	0	0	0	0	0
PRDM16	0.01	0	0	0	0.28	0.01	0	0	0.4	0	0.01	0.05	0	0	0	0.03	0	0	0
AL590438.1	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0
AL354743.2	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0
AL354743.1	0	0	0	0	0.01	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0
ARHGEF16	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0.05	0	0	0	0
MEGF6	0.08	0.11	0.09	0.05	0.18	0.02	0.01	0.07	0.04	0.03	0.01	0.13	0	0.02	0	0	0.37	0	0
AL513320.1	0	0	0	0	0	0	0.01	0	0	0	0.01	0	0	0	0	0	0	0	0
TPRG1L	0.2	0.14	0.17	0.11	0.4	0.2	0.17	0.1	0.28	0.19	0.2	0.15	0.14	0.07	0.19	0.1	0.25	0	0.45
WRAP73	0.28	0.17	0.14	0.17	0.15	0.22	0.27	0.12	0.07	0.22	0.2	0.08	0.18	0.11	0.01	0.19	0.1	0	0
TP73	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0
SMIM1	0.01	0.01	0.02	0	0	0.02	0.01	0.02	0.02	0	0.04	0.15	0.06	0	0.05	0	0.14	0.88	0.05
LRRC47	0.15	0.2	0.13	0.21	0.27	0.19	0.24	0.12	0.24	0.16	0.36	0.29	0.16	0.14	0.16	0.04	0.15	0	0.03
AL365330.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP104	0.15	0.14	0.17	0.19	0.2	0.18	0.21	0.12	0.19	0.2	0.15	0.2	0.25	0.18	0.12	0.17	0.21	0	0.11
DFFB	0.09	0.06	0.04	0.05	0.08	0.06	0.07	0.02	0.03	0.02	0.06	0.03	0.05	0	0.05	0.02	0.09	0	0.05
C1orf174	0.2	0.19	0.14	0.13	0.12	0.37	0.38	0.18	0.16	0.12	0.36	0.14	0.05	0.08	0.23	0.22	0.38	0	0.08
LINC01134	0	0	0	0	0	0	0.01	0	0	0.01	0	0	0	0	0	0	0	0	0
AL805961.1	0	0	0	0	0	0	0.01	0	0	0	0	0	0.02	0	0	0	0	0	0
AJAP1	0	0	0	0.01	0	0	0	0	0	0	0	0.01	0	0.2	0	0	0.08	0	0
Z98886.1	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0.05	0	0
NPHP4	0.01	0.03	0.01	0.02	0.05	0.01	0.02	0.04	0.03	0.04	0	0.05	0	0	0.02	0	0.06	0	0
KCNAB2	0.61	0.55	0.45	0.47	0.06	0.68	0.73	0.47	0.02	0.95	0.6	0.03	0.34	0.77	0.22	0.22	0	0	0
CHD5	0.01	0.01	0	0	0	0	0.01	0	0.06	0	0	0	0	0	0	0	0	0	0
RPL22	12.15	16.04	15.91	16.38	12.93	13.04	11.79	16.92	12.79	13.1	9.61	15.93	16.09	16.28	6.82	23	8.69	16.29	10.02
AL031847.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF207	0.03	0.03	0.05	0.03	0.03	0	0.01	0.01	0.09	0.01	0	0.24	0	0.02	0.02	0.02	0.09	0	0
ICMT	0.09	0.12	0.09	0.09	0.33	0.15	0.05	0.1	0.19	0.08	0.1	0.18	0.03	0.09	0.27	0.06	0.05	0	0
LINC00337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR153	0.01	0	0	0	0	0.13	0.08	0.01	0.02	0.02	0.03	0	0	0.1	0	0.02	0.05	0	0
ACOT7	0.06	0.09	0.05	0.02	0.1	0.08	0.08	0.02	0.1	0.03	0.08	0.14	0	0.18	0.01	0.09	0.06	3.85	0.1
AL031848.2	0.02	0.03	0.01	0.02	0.01	0.03	0.02	0	0	0.01	0.03	0.01	0.02	0.02	0	0	0	0.16	0
HES2	0.02	0.01	0.01	0	0.01	0	0.01	0	0	0	0	0.01	0	0	0	0	0	0	0
ESPN	0	0.01	0.01	0.03	0	0	0	0	0	0	0.01	0.09	0	0	0	0	0	0	0.62
TNFRSF25	0.1	0.48	0.62	0.63	0.22	0.01	0.02	0.05	0.01	0.02	0.07	0.1	0	0.01	0.04	0.1	0.1	0	0.05
PLEKHG5	0.01	0.01	0.02	0.01	0.15	0	0.01	0.02	0.03	0	0	0.1	0	0	0.04	0	0	0	0
NOL9	0.13	0.19	0.1	0.15	0.26	0.16	0.16	0.1	0.21	0.1	0.17	0.16	0.17	0.18	0.19	0.11	0.06	0	0
ZBTB48	0.11	0.13	0.07	0.08	0.11	0.12	0.12	0.09	0.1	0.15	0.12	0.14	0.09	0.07	0.06	0.22	0.14	0	0.07
KLHL21	0.11	0.06	0.07	0.06	0.05	0.13	0.08	0.08	0.2	0.14	0.12	0.1	0.01	0.15	0.21	0.12	0.08	0	0.29
PHF13	0.05	0.05	0.06	0.04	0.09	0.04	0.05	0.03	0.19	0.04	0.09	0.28	0.04	0.04	0.02	0.04	0.13	0.19	0
THAP3	0.08	0.11	0.05	0.08	0.15	0.08	0.16	0.04	0.14	0.07	0.06	0.18	0.07	0.06	0.04	0.02	0.28	0	0
DNAJC11	0.07	0.09	0.05	0.06	0.1	0.06	0.15	0.06	0.1	0.06	0.05	0.15	0.08	0.06	0.1	0.11	0.16	0	0
LINC01672	0	0	0	0	0	0.01	0	0	0.01	0	0	0	0	0	0	0	0	0	0
AL591163.1	0.01	0.01	0.01	0.01	0	0.01	0	0.01	0	0	0.02	0.02	0.01	0	0	0	0	0	0
CAMTA1-DT	0.01	0.01	0	0.01	0	0	0	0.01	0	0.01	0	0	0	0.01	0	0	0	0	0
CAMTA1	0.45	0.57	0.56	0.71	1.28	0.38	0.39	0.68	2.44	0.61	0.22	0.9	0.48	0.67	0.58	0.87	1	1.3	1.56
AL359881.2	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0.06	0	0
AL359881.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0
VAMP3	0.16	0.23	0.21	0.17	1.16	0.34	0.3	0.52	0.75	0.6	0.25	0.53	0.12	0.25	0.73	0.2	0.4	0.47	0.08
Z98884.2	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PER3	0.05	0.1	0.04	0.1	0.17	0.06	0.05	0.13	0.19	0.02	0.03	0.14	0	0.01	0.36	0	0.24	0	0.13
Z98884.1	0	0.01	0	0	0	0.01	0	0	0	0.01	0	0	0	0	0	0	0	0	0
UTS2	0.69	0.46	0.31	0.33	0.02	0.81	1.18	0.14	0	0.32	0.64	0.01	0.18	0.09	0	0.02	0.05	0.2	0.06
TNFRSF9	0.71	0.09	0.16	0.18	0.01	0.17	0.15	0.02	0	0.02	0.06	0	0.01	0	0.03	0.02	0	0.52	0.02
PARK7	2	1.76	1.77	1.64	1.88	1.92	2.08	1.74	3.96	1.48	2.4	2.49	1.54	6.7	1.05	2.53	2.03	1.75	2.9
AL034417.4	0	0.01	0.04	0.02	0.01	0.01	0.01	0.01	0.01	0	0.01	0.15	0	0.01	0	0	0.06	0	0
AL034417.3	0.02	0.02	0.03	0.02	0.01	0.01	0.01	0.01	0.02	0.01	0.02	0.33	0	0.03	0.02	0	0	0	0
ERRFI1	0.32	0.13	0.22	0.14	0.29	0.29	0.1	0.08	0.38	0.11	0.15	9.54	0.05	0.01	0.21	0.04	0.5	0	3.06
AL034417.2	0	0	0	0	0.01	0	0	0	0.01	0	0	0.13	0	0	0	0	0.09	0	0
SLC45A1	0.02	0.01	0.01	0.01	0.04	0	0	0	0.08	0.01	0	0	0	0	0	0	0.08	0	0
RERE	0.53	0.33	0.5	0.4	0.64	0.49	0.24	0.62	0.7	0.45	0.98	1.22	0.81	0.99	0.78	0.38	0.95	0.13	0.13
RERE-AS1	0.02	0.01	0.03	0	0	0.01	0	0.01	0.01	0.03	0.01	0	0.02	0.03	0	0	0	0	0
AL357552.2	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0.01	0	0	0	0
ENO1	1.72	1.95	1.66	1.65	1.58	1.73	2.14	2.16	1.4	3.37	2.48	1.98	1.08	1.21	1.58	3.62	0.79	0.84	2.3
ENO1-AS1	0.04	0.04	0.03	0.03	0	0.01	0.01	0	0.01	0.01	0.01	0.04	0.03	0.03	0	0	0	0	0
SLC2A5	0	0	0.01	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0
GPR157	0.06	0.05	0.06	0.05	0.03	0.04	0.02	0.24	0.05	0.08	0.05	0.06	0.11	0.01	0.08	1.19	0.06	0.34	0
MIR34AHG	0.01	0.03	0.02	0.01	0.01	0.02	0.02	0.03	0.04	0	0	0.13	0	0	0	0.03	0.16	0	0
LNCTAM34A	0	0.01	0	0	0	0	0	0.01	0.01	0	0	0.02	0	0	0	0	0.05	0	0
H6PD	0.12	0.19	0.11	0.17	0.19	0.18	0.15	0.18	0.12	0.2	0.2	0.43	0.1	0.09	0.25	0.12	0.47	0.18	0.03
SPSB1	0.01	0.02	0.01	0	0.08	0	0.02	0	0.08	0	0	0.46	0	0	0	0	0.05	0	0
LINC02606	0	0	0	0	0.01	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0
SLC25A33	0.1	0.07	0.1	0.09	0.19	0.1	0.15	0.33	0.27	0.24	0.15	0.18	0.16	0.15	0.25	0.61	0.33	0.16	0.17
TMEM201	0.02	0.02	0.02	0.01	0.03	0.01	0.01	0.02	0.06	0.01	0.03	0.09	0.02	0.06	0	0	0.17	0	0
PIK3CD	0.27	0.3	0.25	0.38	0.02	0.42	0.34	0.2	0.03	0.28	0.65	0.08	0.2	0.34	0.72	0.04	0.15	0	0
PIK3CD-AS1	0	0.02	0	0	0	0.01	0.02	0	0	0	0	0	0.03	0.04	0	0	0	0	0
PIK3CD-AS2	0.01	0.01	0	0.01	0.01	0.01	0.01	0	0.03	0	0	0.08	0.03	0	0	0	0	0	0
CLSTN1	0.49	0.35	0.43	0.39	0.61	0.39	0.5	0.17	0.63	0.29	0.32	0.5	0.23	0.32	0.3	0.19	2.78	0.17	0
CTNNBIP1	0.11	0.13	0.12	0.11	0.23	0.17	0.21	0.28	0.14	0.22	0.28	0.21	0	0.13	0.1	0.59	0.19	0.16	0.14
AL357140.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0
LZIC	0.34	0.38	0.25	0.32	0.46	0.39	0.46	0.34	0.59	0.38	0.44	0.51	0.17	0.42	0.48	0.2	0.46	0	0.41
AL357140.2	0	0	0	0	0	0.01	0	0	0	0.01	0.01	0.01	0	0	0	0	0	0	0
NMNAT1	0.03	0.03	0.04	0.02	0.09	0.05	0.04	0.04	0.07	0.12	0.07	0.09	0.01	0.03	0.16	0.06	0.04	0	0
RBP7	0.01	0.02	0.03	0.02	6.54	0.04	0	0.04	0	1.38	0.02	0.02	0	0	1.31	0	0.05	0	0
UBE4B	0.22	0.17	0.19	0.16	0.26	0.17	0.24	0.19	0.19	0.31	0.29	0.26	0.16	0.13	0.16	0.09	0	0	0
KIF1B	0.26	0.19	0.24	0.17	0.6	0.34	0.14	0.4	0.49	0.38	0.34	0.42	0.11	0.12	0.73	0.16	0.39	0.16	0
AL139424.3	0	0.01	0	0.01	0.01	0.01	0.03	0	0	0.01	0.02	0	0	0	0	0	0	0	0
AL139424.2	0	0	0	0	0	0	0.02	0	0	0.01	0	0.01	0.04	0.01	0	0.01	0	0	0
PGD	0.11	0.1	0.08	0.06	0.12	0.08	0.15	0.29	0.05	1.63	0.03	0.18	0.03	0.58	0.43	0.16	0.49	0.4	0.03
AL139424.1	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CENPS	0.04	0.07	0.04	0.07	0.04	0.04	0.03	0.02	0.03	0.01	0.08	0.12	0.08	0.09	0.01	0.03	0	0	0.06
CORT	0	0	0.01	0	0.02	0.01	0	0.01	0	0	0.02	0.02	0	0.01	0	0	0	0	0
DFFA	0.18	0.24	0.11	0.2	0.29	0.25	0.24	0.13	0.3	0.18	0.23	0.54	0.24	0.98	0.23	0.16	0.26	0	0.03
AL354956.1	0	0	0	0	0	0.01	0	0	0	0	0	0.01	0	0	0	0	0	0	0
PEX14	0.08	0.1	0.06	0.07	0.1	0.09	0.12	0.03	0.07	0.03	0.14	0.09	0	0.08	0.03	0.08	0.1	0	0.02
AL139423.2	0.01	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0
CASZ1	0.13	0.07	0.05	0.08	0.09	0.1	0.16	0.01	0.12	0.03	0.18	0.61	0.06	0.15	0	0	0	0.18	0.03
AL139423.1	0	0.01	0	0	0	0.01	0	0	0	0	0	0.06	0	0	0	0	0	0	0
C1orf127	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0.04	0	0	0	0
TARDBP	0.78	0.73	0.7	0.71	0.8	0.77	0.58	0.61	0.69	0.6	0.93	0.87	0.59	0.73	0.96	0.28	0.55	0.51	0.24
MASP2	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	3.46
AL109811.2	0.06	0.04	0.07	0.09	0.09	0.08	0.09	0.05	0.06	0.03	0.09	0.08	0.04	0.05	0.02	0.05	0.05	0	0
SRM	0.36	0.38	0.31	0.43	0.38	0.42	0.18	0.33	0.49	0.28	0.33	0.24	0.55	0.38	0.11	0.39	0.13	0.49	0.03
EXOSC10	0.18	0.17	0.09	0.15	0.31	0.16	0.27	0.16	0.18	0.15	0.17	0.18	0.11	0.17	0.12	0.2	0.08	0	0
AL109811.1	0	0	0.01	0	0	0	0.01	0	0	0	0	0.04	0	0.01	0	0	0	0	0
EXOSC10-AS1	0	0	0	0	0	0.01	0	0	0	0	0.01	0	0	0	0.01	0	0	0.46	0
MTOR	0.17	0.18	0.13	0.15	0.17	0.12	0.16	0.1	0.1	0.12	0.25	0.08	0.03	0.08	0.06	0.13	0.2	0	0.02
ANGPTL7	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0
UBIAD1	0.12	0.12	0.09	0.11	0.08	0.14	0.09	0.06	0.14	0.07	0.12	0.14	0.24	0.09	0.01	0.08	0	0	0
DISP3	0	0	0	0	0	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0	0
AL031731.1	0.01	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0
FBXO2	0.14	0.12	0.14	0.14	0	0.07	0.03	0	0	0	0.12	0.05	0.01	0.01	0	0.02	0	0	0.47
FBXO44	0.21	0.2	0.14	0.15	0.02	0.18	0.17	0.03	0.06	0.03	0.28	0.05	0.21	0.06	0.03	0	0.18	0	0.08
FBXO6	0.13	0.12	0.09	0.1	0.08	0.2	0.24	0.13	0.03	0.17	0.26	0.02	0.07	0.06	0.2	0.16	0.05	0	0.04
MAD2L2	0.2	0.21	0.15	0.19	0.29	0.36	0.39	0.19	0.15	0.25	0.27	0.05	0.14	0.41	0.13	0.16	0.34	0.16	0.21
DRAXIN	0.02	0.04	0.01	0.01	0.03	0.13	0.53	0	0	0	0.01	0	0.01	0	0	0	0	0	0
